,Name,Wikidata_link
0,Amazonian Black-tyrant,https://www.wikidata.org/wiki/Q766047
0,Amazonian Grosbeak,https://www.wikidata.org/wiki/Q20796661
0,Amazonian inezia,https://www.wikidata.org/wiki/Q1269154
0,Amazonian Motmot,https://www.wikidata.org/wiki/Q904932
0,Amazonian Pygmy-owl,https://www.wikidata.org/wiki/Q287071
0,Amazonian Royal Flycatcher,
0,Amazonian Scrub-flycatcher,https://www.wikidata.org/wiki/Q1272389
0,Amazonian Streaked Antwren,https://www.wikidata.org/wiki/Q1269665
0,Amazonian trogon,https://www.wikidata.org/wiki/Q12846684
0,Amazonian Umbrellabird,https://www.wikidata.org/wiki/Q2469246
0,Ambon White-eye,https://www.wikidata.org/wiki/Q458356
0,Amboyna cuckoodove,
0,Ameline swiftlet,https://www.wikidata.org/wiki/Q12835465
0,American Avocet,https://www.wikidata.org/wiki/Q469992
0,American barn owl,
0,American Bittern,https://www.wikidata.org/wiki/Q743017
0,American Black Duck,https://www.wikidata.org/wiki/Q845292
0,American black swift,https://www.wikidata.org/wiki/Q1267488
0,American Bushtit,https://www.wikidata.org/wiki/Q2746307
0,American Coot,https://www.wikidata.org/wiki/Q470016
0,American Crow,https://www.wikidata.org/wiki/Q267735
0,American Dipper,https://www.wikidata.org/wiki/Q912010
0,American Dusky Flycatcher,https://www.wikidata.org/wiki/Q1265955
0,American Flamingo,https://www.wikidata.org/wiki/Q208004
0,American Golden Plover,https://www.wikidata.org/wiki/Q216836
0,American Goldfinch,https://www.wikidata.org/wiki/Q27075861
0,American gray flycatcher,https://www.wikidata.org/wiki/Q1268915
0,American herring gull,https://www.wikidata.org/wiki/Q469297
0,American Kestrel,
0,American Oystercatcher,https://www.wikidata.org/wiki/Q692644
0,American Pygmy-kingfisher,https://www.wikidata.org/wiki/Q588267
0,American Redstart,https://www.wikidata.org/wiki/Q922772
0,American Robin,https://www.wikidata.org/wiki/Q460967
0,American Tree Sparrow,https://www.wikidata.org/wiki/Q135913
0,American white ibis,https://www.wikidata.org/wiki/Q589171
0,American White Pelican,https://www.wikidata.org/wiki/Q735190
0,American Wigeon,https://www.wikidata.org/wiki/Q28106685
0,American Woodcock,https://www.wikidata.org/wiki/Q694319
0,American Yellow Warbler,https://www.wikidata.org/wiki/Q12267348
0,Amethyst Brown-dove,https://www.wikidata.org/wiki/Q470391
0,Amethyst Sunbird,https://www.wikidata.org/wiki/Q1923701
0,Amethyst Woodstar,https://www.wikidata.org/wiki/Q694749
0,Amethystthroated Mountaingem,
0,Amethyst-throated Sunangel,https://www.wikidata.org/wiki/Q470381
0,Ampay tapaculo,https://www.wikidata.org/wiki/Q98060196
0,Amsterdam Albatross,https://www.wikidata.org/wiki/Q240962
0,Amsterdam wigeon,
0,Amur Falcon,https://www.wikidata.org/wiki/Q481742
0,Amur paradise flycatcher,https://www.wikidata.org/wiki/Q22117129
0,Anambra Waxbill,https://www.wikidata.org/wiki/Q485438
0,Ancash Tapaculo,https://www.wikidata.org/wiki/Q1268322
0,Anchieta's Barbet,https://www.wikidata.org/wiki/Q1264674
0,Anchieta's Sunbird,https://www.wikidata.org/wiki/Q2226334
0,Ancient Antwren,https://www.wikidata.org/wiki/Q1269483
0,Ancient Murrelet,https://www.wikidata.org/wiki/Q1260205
0,Andaman Bulbul,https://www.wikidata.org/wiki/Q9171663
0,Andaman Coucal,https://www.wikidata.org/wiki/Q972603
0,Andaman Crake,https://www.wikidata.org/wiki/Q760447
0,Andaman Cuckoo-dove,https://www.wikidata.org/wiki/Q489882
0,Andaman Cuckooshrike,https://www.wikidata.org/wiki/Q2284149
0,Andaman Drongo,https://www.wikidata.org/wiki/Q760439
0,Andaman flowerpecker,https://www.wikidata.org/wiki/Q3026814
0,Andaman Green-pigeon,https://www.wikidata.org/wiki/Q10827838
0,Andaman hawkowl,
0,Andaman masked owl,https://www.wikidata.org/wiki/Q489866
0,Andaman Nightjar,https://www.wikidata.org/wiki/Q1264166
0,Andaman Scops-owl,https://www.wikidata.org/wiki/Q489889
0,Andaman Serpent-eagle,https://www.wikidata.org/wiki/Q760455
0,Andaman Shama,https://www.wikidata.org/wiki/Q2260827
0,Andaman Teal,https://www.wikidata.org/wiki/Q489883
0,Andaman Treepie,https://www.wikidata.org/wiki/Q1591829
0,Andaman Woodpigeon,
0,Andaman Woodpecker,https://www.wikidata.org/wiki/Q489903
0,Andean Avocet,https://www.wikidata.org/wiki/Q1267696
0,Andean Cock-of-the-rock,https://www.wikidata.org/wiki/Q490393
0,Andean Condor,https://www.wikidata.org/wiki/Q170598
0,Andean Coot,https://www.wikidata.org/wiki/Q1262940
0,Andean Duck,https://www.wikidata.org/wiki/Q3591452
0,Andean Emerald,https://www.wikidata.org/wiki/Q760693
0,Andean Flamingo,https://www.wikidata.org/wiki/Q423800
0,Andean flicker,https://www.wikidata.org/wiki/Q121758
0,Andean Goose,https://www.wikidata.org/wiki/Q490327
0,Andean Guan,https://www.wikidata.org/wiki/Q1079723
0,Andean Gull,https://www.wikidata.org/wiki/Q490439
0,Andean Hillstar,https://www.wikidata.org/wiki/Q873310
0,Andean Ibis,https://www.wikidata.org/wiki/Q2660392
0,Andean laniisoma,https://www.wikidata.org/wiki/Q12261855
0,Andean Lapwing,https://www.wikidata.org/wiki/Q249290
0,Andean motmot,https://www.wikidata.org/wiki/Q10428555
0,Andean Negrito,https://www.wikidata.org/wiki/Q1272307
0,Andean Parakeet,https://www.wikidata.org/wiki/Q490484
0,Andean Potoo,https://www.wikidata.org/wiki/Q1265686
0,Andean Pygmy-owl,https://www.wikidata.org/wiki/Q490242
0,Andean Siskin,https://www.wikidata.org/wiki/Q27075880
0,Andean Slaty Thrush,https://www.wikidata.org/wiki/Q1589040
0,Andean Solitaire,https://www.wikidata.org/wiki/Q3489509
0,Andean Swallow,https://www.wikidata.org/wiki/Q490470
0,Andean Swift,https://www.wikidata.org/wiki/Q490476
0,Andean Teal,https://www.wikidata.org/wiki/Q524270
0,Andean Tinamou,https://www.wikidata.org/wiki/Q1270445
0,Andean Tit-spinetail,https://www.wikidata.org/wiki/Q1276469
0,Angolan batis,https://www.wikidata.org/wiki/Q1308750
0,Angolan cave chat,https://www.wikidata.org/wiki/Q1302671
0,Angolan lark,https://www.wikidata.org/wiki/Q769847
0,Angolan slaty flycatcher,
0,Angolan swallow,https://www.wikidata.org/wiki/Q547224
0,Angolan waxbill,https://www.wikidata.org/wiki/Q16326566
0,Anhinga,
0,Anianiau,https://www.wikidata.org/wiki/Q1308335
0,Anjouan brush warbler,https://www.wikidata.org/wiki/Q2668509
0,Anjouan Scops-owl,https://www.wikidata.org/wiki/Q551513
0,Anjouan Sunbird,https://www.wikidata.org/wiki/Q1930686
0,Ankober Serin,https://www.wikidata.org/wiki/Q27075826
0,Annam prinia,https://www.wikidata.org/wiki/Q85741811
0,Anna's Hummingbird,
0,Annobón paradise flycatcher,https://www.wikidata.org/wiki/Q4769582
0,Annobón whiteeye,
0,Ansorge's Greenbul,https://www.wikidata.org/wiki/Q514517
0,Antarctic Petrel,https://www.wikidata.org/wiki/Q771949
0,Antarctic Prion,https://www.wikidata.org/wiki/Q276219
0,Antarctic shag,
0,Antarctic Tern,https://www.wikidata.org/wiki/Q509423
0,Anteater chat,https://www.wikidata.org/wiki/Q1587789
0,Anteating chat,
0,Anthonys nightjar,https://www.wikidata.org/wiki/Q21348346
0,Antillean Crested Hummingbird,
0,Antillean euphonia,https://www.wikidata.org/wiki/Q1315499
0,Antillean mango,https://www.wikidata.org/wiki/Q580094
0,Antillean Nighthawk,https://www.wikidata.org/wiki/Q1269012
0,Antillean Palm-swift,https://www.wikidata.org/wiki/Q925478
0,Antillean Piculet,https://www.wikidata.org/wiki/Q547920
0,Antillean Siskin,https://www.wikidata.org/wiki/Q27075865
0,Antioquia Bristle-tyrant,https://www.wikidata.org/wiki/Q27075167
0,Antioquia Brush-finch,https://www.wikidata.org/wiki/Q580894
0,Antioquia Wren,https://www.wikidata.org/wiki/Q3281154
0,Antipodean Albatross,https://www.wikidata.org/wiki/Q2328411
0,Antipodes Parakeet,https://www.wikidata.org/wiki/Q240529
0,Apapane,https://www.wikidata.org/wiki/Q943686
0,Apical Flycatcher,https://www.wikidata.org/wiki/Q1270334
0,Aplomado Falcon,
0,Apo Myna,https://www.wikidata.org/wiki/Q2194418
0,Apo Sunbird,https://www.wikidata.org/wiki/Q3726938
0,Apolinar's Wren,https://www.wikidata.org/wiki/Q367270
0,Apolo Cotinga,https://www.wikidata.org/wiki/Q6074193
0,Apostlebird,https://www.wikidata.org/wiki/Q1049598
0,Appert's Tetraka,https://www.wikidata.org/wiki/Q1923422
0,Apricot-breasted Sunbird,https://www.wikidata.org/wiki/Q1923720
0,Apurímac brushfinch,https://www.wikidata.org/wiki/Q1930713
0,Apurímac spinetail,https://www.wikidata.org/wiki/Q1921950
0,Aquatic Warbler,
0,Arabian accentor,https://www.wikidata.org/wiki/Q1088536
0,Arabian Babbler,https://www.wikidata.org/wiki/Q1589825
0,Arabian Bustard,https://www.wikidata.org/wiki/Q623791
0,Arabian Golden Sparrow,https://www.wikidata.org/wiki/Q1316073
0,Arabian goldenwinged grosbeak,
0,Arabian Partridge,https://www.wikidata.org/wiki/Q251584
0,Arabian Scops-owl,https://www.wikidata.org/wiki/Q18920965
0,Arabian Serin,
0,Arabian Warbler,https://www.wikidata.org/wiki/Q416501
0,Arabian Waxbill,https://www.wikidata.org/wiki/Q1052022
0,Arabian wheatear,https://www.wikidata.org/wiki/Q3728611
0,Arabian Woodpecker,https://www.wikidata.org/wiki/Q623784
0,Arafura Fantail,https://www.wikidata.org/wiki/Q1307462
0,Arafura shrikethrush,https://www.wikidata.org/wiki/Q3182125
0,Araripe Manakin,https://www.wikidata.org/wiki/Q289473
0,Araucaria Tit-spinetail,https://www.wikidata.org/wiki/Q1259849
0,Archbold's Bowerbird,https://www.wikidata.org/wiki/Q776407
0,Archbold's Newtonia,https://www.wikidata.org/wiki/Q1922867
0,Archbold's Nightjar,https://www.wikidata.org/wiki/Q1268839
0,Archbold's Owlet-nightjar,https://www.wikidata.org/wiki/Q1267313
0,Archers buzzard,https://www.wikidata.org/wiki/Q1260783
0,Archers ground robin,https://www.wikidata.org/wiki/Q3728578
0,Arctic redpoll,
0,Arctic Tern,
0,Arctic Warbler,
0,Arfak Astrapia,https://www.wikidata.org/wiki/Q2313277
0,Arfak catbird,https://www.wikidata.org/wiki/Q24997892
0,Arfak Honeyeater,https://www.wikidata.org/wiki/Q916025
0,Aripuana Antwren,https://www.wikidata.org/wiki/Q15707876
0,Arizona Woodpecker,https://www.wikidata.org/wiki/Q27074924
0,Armenian Gull,https://www.wikidata.org/wiki/Q683138
0,Arnot's Chat,https://www.wikidata.org/wiki/Q2226177
0,Arrowhead Piculet,https://www.wikidata.org/wiki/Q1269277
0,Arrowhead Warbler,https://www.wikidata.org/wiki/Q27075902
0,Arrow-marked Babbler,https://www.wikidata.org/wiki/Q900701
0,Ascension Crake,https://www.wikidata.org/wiki/Q721761
0,Ascension Frigatebird,https://www.wikidata.org/wiki/Q358351
0,Ascension night heron,https://www.wikidata.org/wiki/Q721754
0,Ashambu laughingthrush,https://www.wikidata.org/wiki/Q37998303
0,Ash-breasted Antbird,https://www.wikidata.org/wiki/Q1268056
0,Ash-breasted Sierra-finch,https://www.wikidata.org/wiki/Q1316810
0,Ash-breasted Tit-tyrant,https://www.wikidata.org/wiki/Q1274163
0,Ash-browed Spinetail,https://www.wikidata.org/wiki/Q1151418
0,Ash-colored Cuckoo,https://www.wikidata.org/wiki/Q1267974
0,Ash-colored Tapaculo,https://www.wikidata.org/wiki/Q844179
0,Ashs lark,https://www.wikidata.org/wiki/Q1301100
0,Ash-throated Antwren,https://www.wikidata.org/wiki/Q1261709
0,Ash-throated Casiornis,https://www.wikidata.org/wiki/Q1260760
0,Ash-throated Crake,https://www.wikidata.org/wiki/Q1267482
0,Ash-throated Flycatcher,https://www.wikidata.org/wiki/Q650369
0,Ash-throated Gnateater,https://www.wikidata.org/wiki/Q840139
0,Ash-winged Antwren,https://www.wikidata.org/wiki/Q27075134
0,Ashy Bulbul,https://www.wikidata.org/wiki/Q2235441
0,Ashy Cisticola,https://www.wikidata.org/wiki/Q1923503
0,Ashy Drongo,https://www.wikidata.org/wiki/Q283608
0,Ashy Flowerpecker,https://www.wikidata.org/wiki/Q3026820
0,Ashy Flycatcher,https://www.wikidata.org/wiki/Q2229871
0,Ashy Minivet,https://www.wikidata.org/wiki/Q1590357
0,Ashy Myzomela,https://www.wikidata.org/wiki/Q3331915
0,Ashy Prinia,https://www.wikidata.org/wiki/Q1590952
0,Ashy Robin,https://www.wikidata.org/wiki/Q2758882
0,Ashy Starling,https://www.wikidata.org/wiki/Q281872
0,Ashy storm petrel,https://www.wikidata.org/wiki/Q1269924
0,Ashy Tailorbird,https://www.wikidata.org/wiki/Q2605727
0,Ashy Thrush,https://www.wikidata.org/wiki/Q672029
0,Ashy Tit,https://www.wikidata.org/wiki/Q27075394
0,Ashy Woodpigeon,
0,Ashy Woodpecker,https://www.wikidata.org/wiki/Q1052794
0,Ashy Woodswallow,https://www.wikidata.org/wiki/Q1033434
0,Ashy-bellied White-eye,https://www.wikidata.org/wiki/Q1923087
0,Ashy-breasted Flycatcher,https://www.wikidata.org/wiki/Q1306130
0,Ashy-crowned Sparrow-lark,
0,Ashy-faced Owl,
0,Ashy-fronted Bulbul,https://www.wikidata.org/wiki/Q12266368
0,Ashy-headed Babbler,https://www.wikidata.org/wiki/Q730075
0,Ashy-headed Goose,https://www.wikidata.org/wiki/Q766276
0,Ashy-headed Green-pigeon,https://www.wikidata.org/wiki/Q2984133
0,Ashy-headed Greenlet,https://www.wikidata.org/wiki/Q722818
0,Ashy-headed Laughingthrush,https://www.wikidata.org/wiki/Q3236106
0,Ashy-headed Tyrannulet,https://www.wikidata.org/wiki/Q1274129
0,Ashy-throated Bush-tanager,https://www.wikidata.org/wiki/Q673194
0,Ashy-throated Parrotbill,https://www.wikidata.org/wiki/Q27075559
0,Ashy-throated Warbler,https://www.wikidata.org/wiki/Q3726307
0,Asian Barred Owlet,https://www.wikidata.org/wiki/Q1073416
0,Asian Brown Flycatcher,https://www.wikidata.org/wiki/Q27075642
0,Asian crimsonwinged finch,
0,Asian Desert Warbler,https://www.wikidata.org/wiki/Q596278
0,Asian Dowitcher,https://www.wikidata.org/wiki/Q1273690
0,Asian Emerald Cuckoo,https://www.wikidata.org/wiki/Q864740
0,Asian Fairy-bluebird,https://www.wikidata.org/wiki/Q605846
0,Asian Glossy Starling,https://www.wikidata.org/wiki/Q517230
0,Asian Golden Weaver,https://www.wikidata.org/wiki/Q1317073
0,Asian House Martin,https://www.wikidata.org/wiki/Q728235
0,Asian koel,
0,Asian Openbill,
0,Asian Palm-swift,
0,Asian redeyed bulbul,
0,Asian Rosy-finch,https://www.wikidata.org/wiki/Q739209
0,Asian shorttoed lark,
0,Asian Stubtail,
0,Asir Magpie,https://www.wikidata.org/wiki/Q55115024
0,Assam Laughingthrush,https://www.wikidata.org/wiki/Q27075537
0,Atherton Scrubwren,https://www.wikidata.org/wiki/Q3113948
0,Athi shorttoed lark,
0,Atitlán grebe,https://www.wikidata.org/wiki/Q526150
0,Atiu Swiftlet,https://www.wikidata.org/wiki/Q27464
0,Atlantic canary,
0,Atlantic Petrel,https://www.wikidata.org/wiki/Q780365
0,Atlantic Puffin,
0,Atlantic Royal Flycatcher,https://www.wikidata.org/wiki/Q25686505
0,Atlantic Yellow-nosed Albatross,https://www.wikidata.org/wiki/Q1146629
0,Atlas pied flycatcher,https://www.wikidata.org/wiki/Q2225944
0,Atoll Fruit-dove,https://www.wikidata.org/wiki/Q1261260
0,Atoll Starling,https://www.wikidata.org/wiki/Q2110987
0,Auckland Rail,https://www.wikidata.org/wiki/Q758663
0,Auckland Shag,
0,Auckland Teal,https://www.wikidata.org/wiki/Q262071
0,Audouin's Gull,https://www.wikidata.org/wiki/Q519583
0,Audubon's Oriole,https://www.wikidata.org/wiki/Q1305205
0,Audubon's Shearwater,
0,Audubon's Warbler,https://www.wikidata.org/wiki/Q21855429
0,Augur Buzzard,https://www.wikidata.org/wiki/Q760623
0,Austen's Brown Hornbill,https://www.wikidata.org/wiki/Q1267822
0,Austral Blackbird,https://www.wikidata.org/wiki/Q1588444
0,Austral Canastero,https://www.wikidata.org/wiki/Q1274513
0,Austral Negrito,https://www.wikidata.org/wiki/Q1267790
0,Austral Parakeet,https://www.wikidata.org/wiki/Q764213
0,Austral Pygmy-owl,https://www.wikidata.org/wiki/Q1274057
0,Austral Rail,https://www.wikidata.org/wiki/Q666847
0,Austral Thrush,https://www.wikidata.org/wiki/Q1590629
0,Australasian Bittern,https://www.wikidata.org/wiki/Q783076
0,Australasian Darter,https://www.wikidata.org/wiki/Q781956
0,Australasian Figbird,
0,Australasian Gannet,https://www.wikidata.org/wiki/Q782094
0,Australasian Grebe,https://www.wikidata.org/wiki/Q783361
0,Australasian Pipit,https://www.wikidata.org/wiki/Q782023
0,Australasian shoveler,https://www.wikidata.org/wiki/Q28106912
0,Australasian swamphen,https://www.wikidata.org/wiki/Q27074640
0,Australian boobook,https://www.wikidata.org/wiki/Q3342037
0,Australian Brush-turkey,
0,Australian Bustard,https://www.wikidata.org/wiki/Q764510
0,Australian Crake,https://www.wikidata.org/wiki/Q1273794
0,Australian golden whistler,https://www.wikidata.org/wiki/Q1584926
0,Australian Hobby,
0,Australian King-parrot,https://www.wikidata.org/wiki/Q114477
0,Australian Logrunner,https://www.wikidata.org/wiki/Q901556
0,Australian Magpie,https://www.wikidata.org/wiki/Q1140949
0,Australian Masked-owl,https://www.wikidata.org/wiki/Q781909
0,Australian Owlet-nightjar,https://www.wikidata.org/wiki/Q781928
0,Australian Painted-snipe,https://www.wikidata.org/wiki/Q1270108
0,Australian Pelican,https://www.wikidata.org/wiki/Q26063
0,Australian pied cormorant,https://www.wikidata.org/wiki/Q25625
0,Australian Pratincole,https://www.wikidata.org/wiki/Q1073618
0,Australian Raven,
0,Australian reed warbler,https://www.wikidata.org/wiki/Q1258056
0,Australian Ringneck,https://www.wikidata.org/wiki/Q913626
0,Australian Shelduck,https://www.wikidata.org/wiki/Q761809
0,Australian Swiftlet,https://www.wikidata.org/wiki/Q26464
0,Australian tern,https://www.wikidata.org/wiki/Q55111914
0,Australian white ibis,https://www.wikidata.org/wiki/Q667540
0,Australian wood duck,https://www.wikidata.org/wiki/Q837402
0,Ayacucho Thistletail,https://www.wikidata.org/wiki/Q26695641
